"HCDBcaseId","caseNumber","caseName","representative_side","rep_number","RepGeneral","RepSpecific","Name","Title","Status1","Status2","Status2State","Gender","Role","Notes"
1995063,"S205/1994","New South Wales Medical Defence Union Ltd v Maxwell Duncan Crawford","Respondent",2,"Respondent/defendant","Respondent","PW Bates","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)","At the hearing on 1 June, GR Waugh was added to the respondent's team"
1995063,"S205/1994","New South Wales Medical Defence Union Ltd v Maxwell Duncan Crawford","Respondent",3,"Respondent/defendant","Respondent","GR Waugh","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)","At the hearing on 1 June, GR Waugh was added to the respondent's team"
1995064,"S20/1995","Goldberg v Ng","Appellant",1,"Appellant/applicant/plaintiff/petitioner","All appellants","MLD Einfeld","Mr","QC","No, not solicitor general",NA,"Male","Speaker - Major",NA
1995064,"S20/1995","Goldberg v Ng","Appellant",2,"Appellant/applicant/plaintiff/petitioner","All appellants","WG Muddle","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)",NA
1995064,"S20/1995","Goldberg v Ng","Respondent",1,"Respondent/defendant","All respondents","GC Lindsay","Mr","SC","No, not solicitor general",NA,"Male","Speaker - Major",NA
1995064,"S20/1995","Goldberg v Ng","Respondent",2,"Respondent/defendant","All respondents","RC Nicholls","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)",NA
1995065,"S73/1994","NV Philips Gloeilampenfabrieken v Mirabella International Pty Ltd","Appellant",1,"Appellant/applicant/plaintiff/petitioner","All appellants","JM Emmerson","Mr","QC","No, not solicitor general",NA,"Male","Speaker - Major",NA
1995065,"S73/1994","NV Philips Gloeilampenfabrieken v Mirabella International Pty Ltd","Respondent",1,"Respondent/defendant","Respondent","DK Catterns","Mr","QC","No, not solicitor general",NA,"Male","Speaker - Major",NA
1995065,"S73/1994","NV Philips Gloeilampenfabrieken v Mirabella International Pty Ltd","Respondent",2,"Respondent/defendant","Respondent","AC Bennett","Dr","SC","No, not solicitor general",NA,"Female","Appearance (non-speaker)",NA
1995065,"S73/1994","NV Philips Gloeilampenfabrieken v Mirabella International Pty Ltd","Respondent",3,"Respondent/defendant","Respondent","SJ Goddard","Ms","Barrister or solicitor","No, not solicitor general",NA,"Female","Appearance (non-speaker)",NA
1995066,"S207/1994","Nelson v Nelson","Appellant",1,"Appellant/applicant/plaintiff/petitioner","All appellants","DF Jackson","Mr","QC","No, not solicitor general",NA,"Male","Speaker - Major",NA
1995066,"S207/1994","Nelson v Nelson","Appellant",2,"Appellant/applicant/plaintiff/petitioner","All appellants","CC Waterstreet","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)",NA
1995066,"S207/1994","Nelson v Nelson","Respondent",1,"Respondent/defendant","Respondent 1","BA Coles","Mr","QC","No, not solicitor general",NA,"Male","Speaker - Major",NA
1995066,"S207/1994","Nelson v Nelson","Respondent",2,"Respondent/defendant","Respondent 1","PH Blackburn-Hart","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)",NA
1995066,"S207/1994","Nelson v Nelson","Respondent",3,"Respondent/defendant","Respondent 1","K Solari","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)",NA
1995067,"M97/1994","Bannon v The Queen","Appellant",1,"Appellant/applicant/plaintiff/petitioner","Appellant","OP Holdenson","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Speaker - Major",NA
1995067,"M97/1994","Bannon v The Queen","Respondent",1,"Respondent/defendant","Respondent","MS Weinberg","Mr","QC","No, not solicitor general",NA,"Male","Speaker - Major",NA
1995067,"M97/1994","Bannon v The Queen","Respondent",2,"Respondent/defendant","Respondent","PA Coghlan","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)",NA
1995068,"B17/1994","Re McJannet; Ex parte Minister for Employment, Training and Industrial Relations (Qld)","Appellant",1,"Appellant/applicant/plaintiff/petitioner","Prosecutor","PA Keane","Mr","QC","Yes solicitor general",5,"Male","Speaker - Major","No appearance for the first respondent"
1995068,"B17/1994","Re McJannet; Ex parte Minister for Employment, Training and Industrial Relations (Qld)","Appellant",2,"Appellant/applicant/plaintiff/petitioner","Prosecutor","GC Martin","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)","No appearance for the first respondent"
1995068,"B17/1994","Re McJannet; Ex parte Minister for Employment, Training and Industrial Relations (Qld)","Respondent",1,"Respondent/defendant","Respondent 2","RC Kenzie","Mr","QC","No, not solicitor general",NA,"Male","Speaker - Major","No appearance for the first respondent"
1995068,"B17/1994","Re McJannet; Ex parte Minister for Employment, Training and Industrial Relations (Qld)","Respondent",2,"Respondent/defendant","Respondent 2","JW Nolan","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)","No appearance for the first respondent"
1995069,"B18/1994","Re McJannet; Ex parte Minister for Employment, Training and Industrial Relations (Qld)","Appellant",1,"Appellant/applicant/plaintiff/petitioner","Prosecutor","DF Jackson","Mr","QC","No, not solicitor general",NA,"Male","Speaker - Major","No appearance for the first respondent"
1995069,"B18/1994","Re McJannet; Ex parte Minister for Employment, Training and Industrial Relations (Qld)","Appellant",2,"Appellant/applicant/plaintiff/petitioner","Prosecutor","AK Herbert","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)","No appearance for the first respondent"
1995069,"B18/1994","Re McJannet; Ex parte Minister for Employment, Training and Industrial Relations (Qld)","Respondent",1,"Respondent/defendant","Respondent 2","RC Kenzie","Mr","QC","No, not solicitor general",NA,"Male","Speaker - Major","No appearance for the first respondent"
1995069,"B18/1994","Re McJannet; Ex parte Minister for Employment, Training and Industrial Relations (Qld)","Respondent",2,"Respondent/defendant","Respondent 2","JW Nolan","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)","No appearance for the first respondent"
1995070,"B12/1995","Director of  Public Prosecutions (Cth) v Kainhofer","Appellant",1,"Appellant/applicant/plaintiff/petitioner","All appellants","JJ Spigelman","Mr","QC","No, not solicitor general",NA,"Male","Speaker - Major",NA
1995070,"B12/1995","Director of  Public Prosecutions (Cth) v Kainhofer","Appellant",2,"Appellant/applicant/plaintiff/petitioner","All appellants","NJ Williams","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)",NA
1995070,"B12/1995","Director of  Public Prosecutions (Cth) v Kainhofer","Respondent",1,"Respondent/defendant","Respondent","BW Walker","Mr","SC","No, not solicitor general",NA,"Male","Speaker - Major",NA
1995070,"B12/1995","Director of  Public Prosecutions (Cth) v Kainhofer","Respondent",2,"Respondent/defendant","Respondent","CE Holmes","Ms","Barrister or solicitor","No, not solicitor general",NA,"Female","Appearance (non-speaker)",NA
1995071,"S65/1994","Reid v Howard","Appellant",1,"Appellant/applicant/plaintiff/petitioner","Appellant","MLD Einfeld","Mr","QC","No, not solicitor general",NA,"Male","Speaker - Major",NA
1995071,"S65/1994","Reid v Howard","Appellant",2,"Appellant/applicant/plaintiff/petitioner","Appellant","DR Campbell","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)",NA
1995071,"S65/1994","Reid v Howard","Intervener",1,"Intervener","Intervener, AG (Qld)","LW Aitken","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Speaker - Major",NA
1995072,"A10/1995","Commissioner of Stamps v Telegraph Investment Co Pty Ltd","Appellant",1,"Appellant/applicant/plaintiff/petitioner","Appellant","BM Selway","Mr","QC","Yes solicitor general",6,"Male","Speaker - Major",NA
1995072,"A10/1995","Commissioner of Stamps v Telegraph Investment Co Pty Ltd","Appellant",2,"Appellant/applicant/plaintiff/petitioner","Appellant","NA Manetta","Dr","QC","No, not solicitor general",NA,"Male","Appearance (non-speaker)",NA
1995072,"A10/1995","Commissioner of Stamps v Telegraph Investment Co Pty Ltd","Respondent",1,"Respondent/defendant","All respondents","AR Emmett","Mr","QC","No, not solicitor general",NA,"Male","Speaker - Major",NA
1995072,"A10/1995","Commissioner of Stamps v Telegraph Investment Co Pty Ltd","Respondent",2,"Respondent/defendant","All respondents","BJ Sullivan","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)",NA
1995073,"S53/1995","Wynn v NSW Insurance Ministerial Corporation","Appellant",1,"Appellant/applicant/plaintiff/petitioner","Appellant","PCB Semmler","Mr","QC","No, not solicitor general",NA,"Male","Speaker - Major",NA
1995073,"S53/1995","Wynn v NSW Insurance Ministerial Corporation","Appellant",2,"Appellant/applicant/plaintiff/petitioner","Appellant","MJ Ward","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)",NA
1995073,"S53/1995","Wynn v NSW Insurance Ministerial Corporation","Respondent",1,"Respondent/defendant","Respondent","CT Barry","Mr","QC","No, not solicitor general",NA,"Male","Speaker - Major",NA
1995073,"S53/1995","Wynn v NSW Insurance Ministerial Corporation","Respondent",2,"Respondent/defendant","Respondent","HG Shore","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)",NA
1996001,"C2/1993","Langer v Commonwealth","Appellant",1,"Appellant/applicant/plaintiff/petitioner","Plaintiff","A Langer","Mr","Self","No, not solicitor general",NA,"Male","Speaker - Major",NA
1996001,"C2/1993","Langer v Commonwealth","Respondent",1,"Respondent/defendant","All defendants","G Griffith","Mr","QC","Yes solicitor general",1,"Male","Speaker - Major",NA
1996001,"C2/1993","Langer v Commonwealth","Respondent",2,"Respondent/defendant","All defendants","MA Perry","Ms","Barrister or solicitor","No, not solicitor general",NA,"Female","Appearance (non-speaker)",NA
1996001,"C2/1993","Langer v Commonwealth","Respondent",3,"Respondent/defendant","All defendants","SJ Gageler","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)",NA
1996002,"S135/1995","QBE Insurance Ltd v Switzerland Insurance Workers Compensation (NSW) Ltd","Appellant",1,"Appellant/applicant/plaintiff/petitioner","Applicant","MS Holmes","Mr","QC","No, not solicitor general",NA,"Male","Speaker - Major","No appearance for the third respondent"
1996002,"S135/1995","QBE Insurance Ltd v Switzerland Insurance Workers Compensation (NSW) Ltd","Appellant",2,"Appellant/applicant/plaintiff/petitioner","Applicant","JE Stuckey-Clarke","Ms","Barrister or solicitor","No, not solicitor general",NA,"Female","Appearance (non-speaker)","No appearance for the third respondent"
1996002,"S135/1995","QBE Insurance Ltd v Switzerland Insurance Workers Compensation (NSW) Ltd","Respondent",1,"Respondent/defendant","Respondent 1 & 2","DMJ Bennett","Mr","QC","No, not solicitor general",NA,"Male","Speaker - Major","No appearance for the third respondent"
1996002,"S135/1995","QBE Insurance Ltd v Switzerland Insurance Workers Compensation (NSW) Ltd","Respondent",2,"Respondent/defendant","Respondent 1 & 2","JO Anderson","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)","No appearance for the third respondent"
1996003,"P12/1995","Hot Holdings Pty Ltd v Creasy","Appellant",1,"Appellant/applicant/plaintiff/petitioner","Appellant","CL Zelestis","Mr","QC","No, not solicitor general",NA,"Male","Speaker - Major",NA
1996003,"P12/1995","Hot Holdings Pty Ltd v Creasy","Appellant",2,"Appellant/applicant/plaintiff/petitioner","Appellant","CG Colvin","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)",NA
1996003,"P12/1995","Hot Holdings Pty Ltd v Creasy","Respondent",1,"Respondent/defendant","Respondent 1","MJ McCusker","Mr","QC","No, not solicitor general",NA,"Male","Speaker - Major",NA
1996003,"P12/1995","Hot Holdings Pty Ltd v Creasy","Respondent",2,"Respondent/defendant","Respondent 1","MP Workman","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)",NA
1996003,"P12/1995","Hot Holdings Pty Ltd v Creasy","Respondent",3,"Respondent/defendant","Respondent 2","AR Emmett","Mr","QC","No, not solicitor general",NA,"Male","Speaker - Major",NA
1996003,"P12/1995","Hot Holdings Pty Ltd v Creasy","Respondent",4,"Respondent/defendant","Respondent 2","M Hawkins","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)",NA
1996004,"P13/1995","Hot Holdings Pty Ltd v Creasy","Appellant",1,"Appellant/applicant/plaintiff/petitioner","Appellant","MJ McCusker","Mr","QC","No, not solicitor general",NA,"Male","Speaker - Major",NA
1996004,"P13/1995","Hot Holdings Pty Ltd v Creasy","Appellant",2,"Appellant/applicant/plaintiff/petitioner","Appellant","MP Workman","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)",NA
1996004,"P13/1995","Hot Holdings Pty Ltd v Creasy","Respondent",1,"Respondent/defendant","Respondent 1","CL Zelestis","Mr","QC","No, not solicitor general",NA,"Male","Speaker - Major",NA
1996004,"P13/1995","Hot Holdings Pty Ltd v Creasy","Respondent",2,"Respondent/defendant","Respondent 1","CG Colvin","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)",NA
1996004,"P13/1995","Hot Holdings Pty Ltd v Creasy","Respondent",3,"Respondent/defendant","Respondent 2","CP Stevenson","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)",NA
1996004,"P13/1995","Hot Holdings Pty Ltd v Creasy","Respondent",4,"Respondent/defendant","Respondent 3","AR Emmett","Mr","QC","No, not solicitor general",NA,"Male","Speaker - Major",NA
1996004,"P13/1995","Hot Holdings Pty Ltd v Creasy","Respondent",5,"Respondent/defendant","Respondent 3","M Hawkins","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)",NA
1996005,"P34/1994","Mitchell v The Queen","Appellant",1,"Appellant/applicant/plaintiff/petitioner","Appellant","RE Lindsay","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Speaker - Major",NA
1996005,"P34/1994","Mitchell v The Queen","Appellant",2,"Appellant/applicant/plaintiff/petitioner","Appellant","CJ Rossi","Mrs","Barrister or solicitor","No, not solicitor general",NA,"Female","Appearance (non-speaker)",NA
1996005,"P34/1994","Mitchell v The Queen","Respondent",1,"Respondent/defendant","Respondent","AN Hope","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Speaker - Major",NA
1996005,"P34/1994","Mitchell v The Queen","Respondent",2,"Respondent/defendant","Respondent","JA Girdham","Ms","Barrister or solicitor","No, not solicitor general",NA,"Female","Appearance (non-speaker)",NA
1996006,"S61/1995","Maxwell v The Queen","Appellant",1,"Appellant/applicant/plaintiff/petitioner","Appellant","TA Game","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Speaker - Major",NA
1996006,"S61/1995","Maxwell v The Queen","Respondent",1,"Respondent/defendant","Respondent","RN Howie","Mr","QC","No, not solicitor general",NA,"Male","Speaker - Major",NA
1996006,"S61/1995","Maxwell v The Queen","Respondent",2,"Respondent/defendant","Respondent","PG Berman","Mr","Barrister or solicitor","No, not solicitor general",NA,"Male","Appearance (non-speaker)",NA
1996007,"B33/1995","North Ganalanja Aboriginal Corporation and Another and The State of Queensland and Others","Appellant",1,"Appellant/applicant/plaintiff/petitioner","All applicants","AR Castan","Mr","QC","No, not solicitor general",NA,"Male","Speaker - Major","MR G.M.G. McINTYRE: sought leave to appear for the Kimberley Land Council and this was not granted"
